"Date","Regular","Mid-Grade","Premium","Diesel","E85"
2021-03-19,2.8859,3.2062,3.4715,3.1072,2.4654
2021-03-20,2.8841,3.2071,3.4756,3.108,2.466
2021-03-21,2.8823,3.2068,3.4747,3.1079,2.4646
2021-03-22,2.8821,3.2071,3.4767,3.1076,2.4657
2021-03-23,2.8775,3.2046,3.4732,3.1049,2.4656
2021-03-24,2.8737,3.2012,3.4699,3.1037,2.4615
2021-03-25,2.8697,3.1985,3.4683,3.1026,2.4547
2021-03-26,2.8662,3.197,3.4622,3.1007,2.4497
2021-03-27,2.8627,3.1944,3.464,3.0984,2.4429
2021-03-28,2.8617,3.1914,3.4613,3.0982,2.4445
2021-03-29,2.8629,3.1916,3.4618,3.0978,2.4411
2021-03-30,2.8692,3.1919,3.4646,3.0948,2.4535
2021-03-31,2.8745,3.1971,3.4679,3.0937,2.4673
2021-04-01,2.8756,3.2026,3.473,3.0924,2.4681
2021-04-02,2.8743,3.2034,3.4689,3.0905,2.4739
2021-04-03,2.873,3.2038,3.4727,3.0886,2.4784
2021-04-04,2.8734,3.2075,3.4759,3.0914,2.4762
2021-04-05,2.8735,3.2062,3.4768,3.0905,2.4719
2021-04-06,2.8721,3.2041,3.4751,3.087,2.4816
2021-04-07,2.8715,3.2042,3.4725,3.0854,2.4762
2021-04-08,2.8699,3.2026,3.4729,3.0841,2.4737
2021-04-09,2.867,3.2011,3.4684,3.0831,2.4705
2021-04-10,2.8647,3.1999,3.4692,3.0826,2.4699
2021-04-11,2.8638,3.1997,3.4692,3.0825,2.4683
2021-04-12,2.8634,3.1992,3.4703,3.0816,2.4654
2021-04-13,2.8614,3.1946,3.4654,3.0785,2.4655
2021-04-14,2.8619,3.1947,3.4633,3.0779,2.4567
2021-04-15,2.8631,3.1967,3.4659,3.0771,2.4483
2021-04-16,2.8667,3.2007,3.4659,3.0778,2.4493
2021-04-17,2.8696,3.2039,3.4738,3.078,2.4346
2021-04-18,2.87,3.2059,3.4753,3.0796,2.4304
2021-04-19,2.8712,3.2066,3.4777,3.0801,2.4332
2021-04-20,2.872,3.2076,3.478,3.0787,2.4378
2021-04-21,2.878,3.2104,3.4806,3.0791,2.4462
2021-04-22,2.8851,3.2167,3.487,3.08,2.4523
2021-04-23,2.8871,3.2216,3.4871,3.0803,2.4542
2021-04-24,2.8859,3.2225,3.4914,3.0796,2.4544
2021-04-25,2.8862,3.2238,3.4938,3.0813,2.4558
2021-04-26,2.8876,3.2246,3.4944,3.082,2.4548
2021-04-27,2.8854,3.221,3.4919,3.0788,2.4526
2021-04-28,2.8854,3.2203,3.4914,3.0776,2.4463
2021-04-29,2.8895,3.2242,3.4953,3.0788,2.4433
2021-04-30,2.8951,3.2281,3.4961,3.0803,2.4535
2021-05-01,2.8993,3.2325,3.503,3.0832,2.4569
2021-05-02,2.901,3.2326,3.5061,3.0863,2.4566
2021-05-03,2.9041,3.2331,3.5096,3.087,2.4566
2021-05-04,2.9133,3.2408,3.5159,3.0881,2.4678
2021-05-05,2.9269,3.2521,3.5267,3.0924,2.4788
2021-05-06,2.9413,3.2663,3.5414,3.0985,2.4928
2021-05-07,2.9536,3.2776,3.5472,3.1037,2.4972
2021-05-08,2.9598,3.2861,3.5598,3.1087,2.5047
2021-05-09,2.9622,3.2904,3.5628,3.1115,2.5122
2021-05-10,2.9669,3.2956,3.5679,3.1149,2.5133
2021-05-11,2.9854,3.3096,3.5829,3.1249,2.5206
2021-05-12,3.0082,3.3252,3.5969,3.1361,2.534
2021-05-13,3.0276,3.3462,3.6178,3.1496,2.5481
2021-05-14,3.0386,3.363,3.629,3.1596,2.5516
2021-05-15,3.0423,3.3729,3.6404,3.1663,2.5543
2021-05-16,3.0436,3.3749,3.6449,3.1689,2.555
2021-05-17,3.0447,3.3747,3.6482,3.1711,2.5514
2021-05-18,3.0433,3.3779,3.6498,3.1724,2.5496
2021-05-19,3.0429,3.3764,3.6475,3.1724,2.55
2021-05-20,3.0431,3.3779,3.6493,3.175,2.5506
2021-05-21,3.0423,3.3797,3.6451,3.176,2.5524
2021-05-22,3.0398,3.3781,3.6477,3.1761,2.5518
2021-05-23,3.0387,3.3776,3.6491,3.1779,2.5507
2021-05-24,3.0394,3.3784,3.6499,3.1784,2.5398
2021-05-25,3.0362,3.3747,3.6461,3.1769,2.5371
2021-05-26,3.0353,3.3728,3.6456,3.1764,2.5367
2021-05-27,3.0408,3.3768,3.6498,3.1786,2.5407
2021-05-28,3.0439,3.3804,3.6494,3.1806,2.5515
2021-05-29,3.0443,3.3837,3.6555,3.1827,2.5538
2021-05-30,3.0446,3.3857,3.6587,3.1847,2.553
2021-05-31,3.0463,3.3858,3.6601,3.1857,2.5504
2021-06-01,3.045,3.3845,3.6573,3.1847,2.5522
2021-06-02,3.0412,3.3834,3.6549,3.185,2.5554
2021-06-03,3.0424,3.3841,3.6546,3.1864,2.5581
2021-06-04,3.047,3.3879,3.654,3.1902,2.5638
2021-06-05,3.0494,3.3886,3.6615,3.1936,2.5672
2021-06-06,3.0507,3.3912,3.6634,3.1966,2.5627
2021-06-07,3.053,3.3932,3.6651,3.199,2.5602
2021-06-08,3.0602,3.4,3.6723,3.2006,2.5645
2021-06-09,3.0671,3.4048,3.6761,3.2019,2.5676
2021-06-10,3.0728,3.4117,3.683,3.2051,2.5798
2021-06-11,3.0768,3.4169,3.6843,3.2082,2.5878
2021-06-12,3.077,3.4187,3.691,3.2113,2.5913
2021-06-13,3.0781,3.4206,3.6923,3.2139,2.5894
2021-06-14,3.0797,3.4245,3.6951,3.2163,2.5867
2021-06-15,3.0765,3.4231,3.6934,3.2158,2.5827
2021-06-16,3.0748,3.4216,3.6918,3.2167,2.584
2021-06-17,3.0748,3.4218,3.6931,3.2189,2.5829
2021-06-18,3.0729,3.4188,3.6871,3.219,2.5796
2021-06-19,3.0701,3.4177,3.689,3.2194,2.5779
2021-06-20,3.0697,3.4178,3.6888,3.2216,2.5769
2021-06-21,3.0714,3.4199,3.6912,3.2247,2.5754
2021-06-22,3.0692,3.4182,3.6907,3.2228,2.5793
2021-06-23,3.0716,3.4175,3.6906,3.2223,2.5845
2021-06-24,3.0778,3.4222,3.6963,3.2247,2.5918
2021-06-25,3.0858,3.4288,3.6998,3.2289,2.5987
2021-06-26,3.092,3.4359,3.7082,3.2337,2.5994
2021-06-27,3.0945,3.4385,3.7125,3.2369,2.6011
2021-06-28,3.0985,3.441,3.7175,3.2399,2.6041
2021-06-29,3.1087,3.4493,3.7259,3.2411,2.6114
2021-06-30,3.1183,3.4599,3.7327,3.2429,2.6287
2021-07-01,3.1232,3.4697,3.7418,3.2453,2.6375
2021-07-02,3.1258,3.4704,3.7407,3.2454,2.6377
2021-07-03,3.1274,3.4711,3.7455,3.2465,2.6378
2021-07-04,3.1298,3.474,3.7485,3.2491,2.6392
2021-07-05,3.1337,3.4778,3.7533,3.2517,2.6341
2021-07-06,3.1337,3.4774,3.752,3.2504,2.6323
2021-07-07,3.1366,3.4803,3.7541,3.2546,2.641
2021-07-08,3.1411,3.4855,3.7586,3.2572,2.6411
2021-07-09,3.1429,3.4889,3.7592,3.2597,2.6422
2021-07-10,3.143,3.4894,3.762,3.2602,2.648
2021-07-11,3.1438,3.4915,3.764,3.2625,2.6498
2021-07-12,3.1468,3.4928,3.7664,3.2648,2.6485
2021-07-13,3.1455,3.4913,3.7657,3.2636,2.6517
2021-07-14,3.1473,3.494,3.7669,3.2641,2.6576
2021-07-15,3.1545,3.4998,3.773,3.2673,2.6579
2021-07-16,3.1635,3.5077,3.777,3.27,2.6632
2021-07-17,3.1669,3.5121,3.7855,3.2718,2.6692
2021-07-18,3.1678,3.5129,3.7873,3.2737,2.6687
2021-07-19,3.1699,3.5148,3.791,3.2755,2.6671
2021-07-20,3.166,3.5137,3.7895,3.2733,2.6675
2021-07-21,3.1623,3.5097,3.7827,3.2721,2.6656
2021-07-22,3.1586,3.508,3.7812,3.271,2.663
2021-07-23,3.1553,3.5058,3.7757,3.2701,2.6586
2021-07-24,3.1545,3.5042,3.7782,3.2701,2.6602
2021-07-25,3.1545,3.504,3.7786,3.2722,2.6559
2021-07-26,3.156,3.5065,3.7801,3.2742,2.6537
2021-07-27,3.1575,3.507,3.7812,3.2736,2.6537
2021-07-28,3.1611,3.5101,3.783,3.2739,2.6545
2021-07-29,3.1656,3.515,3.7886,3.276,2.6584
2021-07-30,3.1677,3.5176,3.7885,3.2783,2.6613
2021-07-31,3.1706,3.5196,3.7925,3.2808,2.6588
2021-08-01,3.1733,3.5225,3.7947,3.2842,2.6574
2021-08-02,3.1764,3.5251,3.799,3.2869,2.6612
2021-08-03,3.1823,3.5301,3.8033,3.2889,2.6634
2021-08-04,3.1884,3.5347,3.8066,3.2907,2.6736
2021-08-05,3.1901,3.5384,3.8121,3.2931,2.6773
2021-08-06,3.1892,3.5399,3.8099,3.2937,2.6813
2021-08-07,3.1878,3.5392,3.8137,3.2938,2.6831
2021-08-08,3.1882,3.5398,3.8151,3.2967,2.6844
2021-08-09,3.1902,3.5414,3.8173,3.2987,2.685
2021-08-10,3.1857,3.5385,3.814,3.2941,2.6875
2021-08-11,3.1846,3.537,3.8112,3.2932,2.6852
2021-08-12,3.1857,3.5385,3.8137,3.294,2.684
2021-08-13,3.1861,3.5404,3.8107,3.2928,2.6805
2021-08-14,3.1846,3.5384,3.8124,3.2922,2.6711
2021-08-15,3.1842,3.5407,3.8138,3.2955,2.6659
2021-08-16,3.1871,3.5397,3.8144,3.2967,2.6626
2021-08-17,3.183,3.5363,3.8114,3.2936,2.6602
2021-08-18,3.1796,3.5327,3.8075,3.2911,2.658
2021-08-19,3.1766,3.5305,3.8051,3.2893,2.6572
2021-08-20,3.1718,3.5282,3.7984,3.2874,2.6523
2021-08-21,3.1655,3.5212,3.7953,3.2836,2.6491
2021-08-22,3.1626,3.5194,3.7939,3.2833,2.6422
2021-08-23,3.1617,3.5188,3.7913,3.2849,2.6391
2021-08-24,3.1525,3.5104,3.7853,3.2781,2.6326
2021-08-25,3.1474,3.5052,3.779,3.275,2.6237
2021-08-26,3.1458,3.5048,3.7793,3.2741,2.6208
2021-08-27,3.1473,3.5043,3.7762,3.275,2.622
2021-08-28,3.1479,3.5024,3.7774,3.275,2.6198
2021-08-29,3.1477,3.5022,3.7765,3.276,2.62
2021-08-30,3.1508,3.5037,3.7774,3.2777,2.6182
2021-08-31,3.1589,3.5068,3.7837,3.2793,2.6236
2021-09-01,3.1742,3.5207,3.7945,3.2852,2.6381
2021-09-02,3.1829,3.5287,3.8035,3.2889,2.6471
2021-09-03,3.1843,3.5306,3.8025,3.2897,2.654
2021-09-04,3.1842,3.5325,3.8073,3.2909,2.6625
2021-09-05,3.1846,3.5332,3.8088,3.2943,2.6634
2021-09-06,3.1875,3.5349,3.8105,3.2975,2.6665
2021-09-07,3.1861,3.5361,3.8119,3.297,2.6632
2021-09-08,3.1813,3.5356,3.81,3.2958,2.6644
2021-09-09,3.1806,3.5348,3.8085,3.295,2.6657
2021-09-10,3.1788,3.5327,3.8032,3.2944,2.662
2021-09-11,3.1759,3.5323,3.8064,3.2943,2.6607
2021-09-12,3.1748,3.5311,3.8063,3.2951,2.6559
2021-09-13,3.1762,3.5295,3.8047,3.296,2.6526
2021-09-14,3.1772,3.5299,3.8052,3.2935,2.6567
2021-09-15,3.1833,3.5326,3.8093,3.2958,2.6607
2021-09-16,3.1907,3.5399,3.8153,3.2985,2.6734
2021-09-17,3.1937,3.543,3.8138,3.2997,2.6771
2021-09-18,3.1933,3.5439,3.8183,3.3016,2.6805
2021-09-19,3.1935,3.5442,3.8196,3.3036,2.6817
2021-09-20,3.1954,3.5454,3.8223,3.3067,2.6785
2021-09-21,3.192,3.5437,3.8204,3.3049,2.6809
2021-09-22,3.19,3.5434,3.818,3.3046,2.6841
2021-09-23,3.189,3.5437,3.818,3.306,2.6857
2021-09-24,3.1886,3.5437,3.8139,3.3072,2.6863
2021-09-25,3.1876,3.5413,3.8158,3.3096,2.6981
2021-09-26,3.1871,3.542,3.8166,3.3118,2.701
2021-09-27,3.1888,3.5429,3.8176,3.315,2.6969
2021-09-28,3.1867,3.54,3.8144,3.3173,2.7103
2021-09-29,3.1876,3.5417,3.8131,3.3257,2.7216
2021-09-30,3.1894,3.5446,3.8155,3.3314,2.7331
2021-10-01,3.1922,3.5463,3.8158,3.3375,2.7423
2021-10-02,3.1942,3.5477,3.8213,3.3449,2.7457
2021-10-03,3.1961,3.5489,3.8211,3.3495,2.7482
2021-10-04,3.2,3.5511,3.8244,3.3561,2.7454
2021-10-05,3.2044,3.5526,3.8261,3.3652,2.7483
2021-10-06,3.2207,3.5627,3.836,3.3873,2.763
2021-10-07,3.2441,3.5815,3.8555,3.415,2.7743
2021-10-08,3.2597,3.5957,3.8657,3.4362,2.791
2021-10-09,3.2658,3.6044,3.8795,3.4517,2.796
2021-10-10,3.2693,3.6084,3.8833,3.4597,2.799
2021-10-11,3.2736,3.6114,3.8871,3.4665,2.7996
2021-10-12,3.2791,3.6169,3.8932,3.4796,2.8044
2021-10-13,3.2884,3.6245,3.9006,3.4946,2.817
2021-10-14,3.2971,3.6355,3.9111,3.5084,2.8232
2021-10-15,3.3057,3.6431,3.9129,3.519,2.8292
2021-10-16,3.3141,3.6506,3.923,3.5309,2.8316
2021-10-17,3.3193,3.6558,3.9306,3.538,2.8352
2021-10-18,3.3247,3.6615,3.9367,3.5444,2.8291
2021-10-19,3.3396,3.6739,3.9478,3.5574,2.8399
2021-10-20,3.3573,3.6895,3.9607,3.5691,2.8552
2021-10-21,3.3692,3.7022,3.9745,3.579,2.8684
2021-10-22,3.3778,3.7123,3.9808,3.5893,2.8732
2021-10-23,3.3825,3.7192,3.9904,3.5986,2.8726
2021-10-24,3.3847,3.7237,3.9951,3.6028,2.8752
2021-10-25,3.3867,3.7245,3.9977,3.6058,2.8747
2021-10-26,3.3887,3.7249,3.9979,3.6108,2.8805
2021-10-27,3.3941,3.7297,4.0012,3.6168,2.8868
2021-10-28,3.3989,3.7359,4.0096,3.6232,2.8929
2021-10-29,3.4007,3.7404,4.0102,3.6296,2.8985
2021-10-30,3.4006,3.7403,4.0132,3.6325,2.9016
2021-10-31,3.4012,3.7408,4.0161,3.6336,2.9038
2021-11-01,3.4023,3.742,4.0174,3.6342,2.9037
2021-11-02,3.4006,3.7409,4.0153,3.6355,2.9049
2021-11-03,3.4034,3.744,4.0169,3.636,2.915
2021-11-04,3.4151,3.7511,4.0246,3.6385,2.9344
2021-11-05,3.4211,3.7578,4.0274,3.641,2.9535
2021-11-06,3.4208,3.7596,4.0322,3.641,2.9722
2021-11-07,3.4205,3.7616,4.0351,3.6425,2.9846
2021-11-08,3.4223,3.7633,4.0383,3.6426,2.9917
2021-11-09,3.4189,3.762,4.0367,3.6421,3.0006
2021-11-10,3.4172,3.7612,4.0342,3.6424,3.0116
2021-11-11,3.4175,3.762,4.0366,3.6432,3.0312
2021-11-12,3.4161,3.7613,4.0326,3.6438,3.0389
2021-11-13,3.4144,3.7619,4.0356,3.6449,3.0499
2021-11-14,3.4135,3.7628,4.0376,3.6454,3.0513
2021-11-15,3.4153,3.7636,4.039,3.646,3.0498
2021-11-16,3.4114,3.7598,4.0353,3.6446,3.0523
2021-11-17,3.4125,3.7655,4.0372,3.6442,3.0618
2021-11-18,3.4143,3.767,4.039,3.6452,3.0642
2021-11-19,3.4127,3.7655,4.0361,3.6451,3.0706
2021-11-20,3.4097,3.7624,4.0365,3.6446,3.0824
2021-11-21,3.408,3.7625,4.0363,3.645,3.0853
2021-11-22,3.409,3.763,4.0378,3.6438,3.0863
2021-11-23,3.4031,3.7581,4.0322,3.642,3.0931
2021-11-24,3.3985,3.7535,4.0263,3.641,3.0957
2021-11-25,3.3966,3.7535,4.0254,3.6417,3.1008
2021-11-26,3.3966,3.7533,4.0241,3.6417,3.1017
2021-11-27,3.3974,3.7518,4.0278,3.6422,3.1022
2021-11-28,3.3945,3.7493,4.0241,3.6414,3.1047
2021-11-29,3.3937,3.7478,4.0231,3.6399,3.1056
2021-11-30,3.3901,3.7448,4.0201,3.6374,3.1107
2021-12-01,3.385,3.7418,4.0163,3.6352,3.1127
2021-12-02,3.3783,3.7383,4.0111,3.6316,3.1314
2021-12-03,3.3704,3.7332,4.0014,3.6269,3.1294
2021-12-04,3.3627,3.7283,3.9993,3.6235,3.1059
2021-12-05,3.3589,3.7271,3.998,3.6219,3.105
2021-12-06,3.3579,3.7239,3.9961,3.6203,3.1042
2021-12-07,3.3495,3.7173,3.9899,3.6158,3.1021
2021-12-08,3.3428,3.7081,3.9801,3.6117,3.1084
2021-12-09,3.3383,3.7038,3.9761,3.6085,3.1061
2021-12-10,3.3348,3.7003,3.9697,3.6052,3.1106
2021-12-11,3.3302,3.697,3.9682,3.6023,3.1107
2021-12-12,3.3291,3.6969,3.9688,3.6022,3.0996
2021-12-13,3.3297,3.6972,3.971,3.6028,3.0984
2021-12-14,3.3229,3.6889,3.9629,3.5983,3.0949
2021-12-15,3.3184,3.6845,3.9559,3.5944,3.0843
2021-12-16,3.3155,3.6836,3.9553,3.5915,3.0853
2021-12-17,3.3123,3.682,3.9497,3.5896,3.0813
2021-12-18,3.3091,3.6785,3.9498,3.5882,3.0825
2021-12-19,3.3074,3.6772,3.9498,3.5881,3.0824
2021-12-20,3.3084,3.6772,3.9507,3.588,3.0816
2021-12-21,3.3017,3.6706,3.9427,3.5838,3.0787
2021-12-22,3.2964,3.6654,3.9364,3.5802,3.062
2021-12-23,3.2927,3.6629,3.9346,3.5782,3.058
2021-12-24,3.2891,3.6589,3.9272,3.576,3.0523
2021-12-25,3.2875,3.654,3.9274,3.5758,3.0426
2021-12-26,3.2897,3.6526,3.9279,3.5767,3.0356
2021-12-27,3.286,3.6497,3.9245,3.5688,3.0318
2021-12-28,3.2839,3.6497,3.9239,3.5696,3.029
2021-12-29,3.2826,3.6482,3.9219,3.5703,3.0285
2021-12-30,3.2847,3.6479,3.9227,3.5712,3.0308
2021-12-31,3.2855,3.6493,3.9195,3.5712,3.0333
2022-01-01,3.2864,3.6497,3.9242,3.5711,3.0352
2022-01-02,3.2882,3.6475,3.9259,3.5718,3.0327
2022-01-03,3.2884,3.6453,3.9251,3.5713,3.031
2022-01-04,3.2877,3.6479,3.925,3.574,3.0268
2022-01-05,3.2933,3.651,3.9267,3.5731,3.029
2022-01-06,3.3012,3.6573,3.9333,3.5747,3.0374
2022-01-07,3.3034,3.662,3.9339,3.5785,3.0447
2022-01-08,3.3037,3.6648,3.9397,3.5817,3.0384
2022-01-09,3.3033,3.6657,3.9421,3.5831,3.0343
2022-01-10,3.3043,3.6676,3.9439,3.5857,3.0319
2022-01-11,3.301,3.6639,3.9403,3.5858,3.0227
2022-01-12,3.3008,3.665,3.9396,3.5879,3.0207
2022-01-13,3.3043,3.6671,3.9433,3.5928,3.0168
2022-01-14,3.3058,3.6668,3.9399,3.6015,3.0181
2022-01-15,3.306,3.6681,3.9432,3.6098,3.013
2022-01-16,3.3067,3.6693,3.9458,3.6143,3.0107
2022-01-17,3.3102,3.6708,3.9492,3.6174,3.0129
2022-01-18,3.3137,3.6716,3.9495,3.6234,3.0179
2022-01-19,3.3161,3.676,3.9494,3.6326,3.0166
2022-01-20,3.3203,3.6797,3.9543,3.6434,3.0179
2022-01-21,3.3257,3.6827,3.9553,3.6531,3.0177
2022-01-22,3.3282,3.6868,3.9621,3.6645,3.0185
2022-01-23,3.3295,3.6889,3.9651,3.6696,3.0173
2022-01-24,3.3311,3.6871,3.9642,3.6706,3.0125
2022-01-25,3.3348,3.6924,3.9685,3.6778,3.0091
2022-01-26,3.3425,3.6979,3.9731,3.6832,3.0132
2022-01-27,3.3483,3.7036,3.978,3.6902,3.0124
2022-01-28,3.3558,3.7094,3.9796,3.7001,3.016
2022-01-29,3.361,3.7139,3.9878,3.7111,3.0154
2022-01-30,3.3628,3.7169,3.9911,3.7175,3.0119
2022-01-31,3.3658,3.7167,3.9949,3.7216,3.0117
2022-02-01,3.3788,3.725,4.0042,3.7326,3.0276
2022-02-02,3.3987,3.7396,4.0158,3.7441,3.0451
2022-02-03,3.4131,3.7533,4.0284,3.7572,3.0618
2022-02-04,3.4228,3.7668,4.0366,3.7705,3.0682
2022-02-05,3.4352,3.7841,4.0561,3.7946,3.0757
2022-02-06,3.4388,3.7867,4.061,3.8053,3.0782
2022-02-07,3.441,3.7857,4.063,3.809,3.0798
2022-02-08,3.4553,3.7958,4.0729,3.8348,3.0867
2022-02-09,3.4691,3.8062,4.081,3.8541,3.084
2022-02-10,3.4769,3.8169,4.0906,3.8674,3.0848
2022-02-11,3.48,3.8207,4.0905,3.8755,3.0869
2022-02-12,3.4815,3.8233,4.0968,3.8827,3.0844
2022-02-13,3.4847,3.8252,4.1011,3.8877,3.0831
2022-02-14,3.4882,3.8292,4.1052,3.8915,3.0822
2022-02-15,3.4983,3.8354,4.111,3.9053,3.088
2022-02-16,3.5139,3.8488,4.1217,3.9209,3.101
2022-02-17,3.5225,3.8597,4.1328,3.9342,3.1072
2022-02-18,3.5276,3.8674,4.1358,3.9423,3.1118
2022-02-19,3.5291,3.8722,4.1441,3.9486,3.1129
2022-02-20,3.5306,3.8744,4.147,3.95,3.1147
2022-02-21,3.5324,3.8741,4.1487,3.9469,3.1171
2022-02-22,3.5306,3.8727,4.1468,3.951,3.1165
2022-02-23,3.5349,3.8773,4.1506,3.9574,3.1141
2022-02-24,3.5428,3.8856,4.1594,3.962,3.1162
2022-02-25,3.5717,3.9078,4.178,3.9795,3.1355
2022-02-26,3.597,3.9287,4.2014,3.9965,3.1557
2022-02-27,3.6043,3.938,4.2124,4.0018,3.1682
2022-02-28,3.6099,3.945,4.2214,4.006,3.1749
2022-03-01,3.6188,3.9531,4.229,4.0159,3.1852
2022-03-02,3.6559,3.9767,4.2513,4.0405,3.2185
2022-03-03,3.7283,4.0293,4.3041,4.115,3.2631
2022-03-04,3.8367,4.1089,4.3817,4.2587,3.3232
2022-03-05,3.9216,4.2004,4.4771,4.4095,3.3906
2022-03-06,4.009,4.2893,4.572,4.5259,3.4607
2022-03-07,4.0652,4.362,4.6439,4.6136,3.5027
2022-03-08,4.1726,4.4599,4.7386,4.7554,3.5804
2022-03-09,4.2516,4.5504,4.8262,4.8825,3.6741
2022-03-10,4.3177,4.6358,4.9125,5.0579,3.73
2022-03-11,4.3306,4.6774,4.9509,5.1316,3.7626
2022-03-12,4.3258,4.689,4.9652,5.1354,3.7754
2022-03-13,4.3252,4.6945,4.9708,5.133,3.7784
2022-03-14,4.3251,4.6993,4.9763,5.1307,3.7784
2022-03-15,4.3161,4.6893,4.9671,5.1192,3.7653
2022-03-16,4.3054,4.6825,4.9582,5.104,3.76
2022-03-17,4.2894,4.6738,4.9502,5.0829,3.7473
2022-03-18,4.2744,4.6637,4.9356,5.0661,3.7348
2022-03-19,4.2619,4.6524,4.9292,5.0554,3.7244
2022-03-20,4.2554,4.6504,4.9265,5.0518,3.7185
2022-03-21,4.2519,4.6482,4.9236,5.0474,3.7165
2022-03-22,4.2418,4.6366,4.914,5.0401,3.7106
2022-03-23,4.2372,4.6297,4.909,5.0419,3.6997
2022-03-24,4.2364,4.6286,4.9073,5.0526,3.6967
2022-03-25,4.2427,4.6315,4.9049,5.0789,3.6975
2022-03-26,4.2432,4.6337,4.9104,5.1021,3.6969
2022-03-27,4.2436,4.6344,4.9132,5.1168,3.6942
2022-03-28,4.2457,4.6366,4.9165,5.1227,3.6909
2022-03-29,4.2439,4.6336,4.9135,5.1269,3.6913
2022-03-30,4.2356,4.6274,4.9069,5.1238,3.6811
2022-03-31,4.2254,4.622,4.9011,5.117,3.6785
2022-04-01,4.2154,4.6144,4.8895,5.1088,3.6687
2022-04-02,4.2002,4.6026,4.8805,5.1001,3.6615
2022-04-03,4.1924,4.5944,4.8726,5.0965,3.6485
2022-04-04,4.1895,4.5923,4.8707,5.0924,3.6404
2022-04-05,4.1762,4.5789,4.8581,5.0826,3.6285
2022-04-06,4.1639,4.5692,4.8471,5.0775,3.6086
2022-04-07,4.1526,4.5587,4.8381,5.0712,3.6003
2022-04-08,4.1393,4.5467,4.8219,5.062,3.5925
2022-04-09,4.1231,4.5334,4.8109,5.0505,3.5779
2022-04-10,4.1163,4.5258,4.8045,5.0465,3.5743
2022-04-11,4.1136,4.5244,4.8016,5.0416,3.5675
2022-04-12,4.0985,4.5102,4.7872,5.0288,3.5567
2022-04-13,4.0833,4.4972,4.7732,5.0187,3.5442
2022-04-14,4.0741,4.4862,4.7635,5.0117,3.5381
2022-04-15,4.0731,4.4801,4.7537,5.0115,3.5415
2022-04-16,4.0769,4.4782,4.7583,5.0208,3.5432
2022-04-17,4.0802,4.4819,4.762,5.0284,3.5397
2022-04-18,4.0867,4.487,4.7688,5.0328,3.5406
2022-04-19,4.1013,4.495,4.7776,5.0444,3.5609
2022-04-20,4.1143,4.5022,4.7857,5.0564,3.568
2022-04-21,4.1197,4.5097,4.7924,5.0648,3.5731
2022-04-22,4.1202,4.5117,4.7883,5.0693,3.5749
2022-04-23,4.1196,4.5116,4.7927,5.0737,3.5689
2022-04-24,4.1203,4.5118,4.7931,5.077,3.572
2022-04-25,4.1227,4.5126,4.7957,5.0771,3.5685
2022-04-26,4.1311,4.5172,4.8025,5.0813,3.581
2022-04-27,4.1338,4.5217,4.8054,5.0935,3.5891
2022-04-28,4.1406,4.5273,4.8114,5.1229,3.5978
2022-04-29,4.1592,4.5401,4.8197,5.1803,3.6154
2022-04-30,4.1783,4.5577,4.8416,5.2561,3.6284
2022-05-01,4.1869,4.5669,4.8515,5.2961,3.6346
2022-05-02,4.1939,4.5723,4.8588,5.3214,3.6365
2022-05-03,4.2043,4.5805,4.8669,5.3702,3.6527
2022-05-04,4.2263,4.5958,4.8819,5.4282,3.6796
2022-05-05,4.2465,4.6152,4.9006,5.4731,3.6997
2022-05-06,4.2785,4.6388,4.921,5.5098,3.7159
2022-05-07,4.301,4.6615,4.9472,5.5308,3.7298
2022-05-08,4.3168,4.6778,4.9655,5.539,3.7383
2022-05-09,4.3282,4.6897,4.9779,5.5404,3.7437
2022-05-10,4.3738,4.7236,5.011,5.55,3.7838
2022-05-11,4.4037,4.7524,5.0381,5.5535,3.8171
2022-05-12,4.4177,4.7773,5.0617,5.557,3.832
2022-05-13,4.4318,4.7938,5.0722,5.5604,3.8407
2022-05-14,4.452,4.8104,5.0957,5.5647,3.8478
2022-05-15,4.4703,4.8275,5.1163,5.568,3.8491
2022-05-16,4.4832,4.845,5.1319,5.5659,3.8501
2022-05-17,4.5229,4.8735,5.16,5.5732,3.8818
2022-05-18,4.5673,4.9119,5.1998,5.5775,3.9204
2022-05-19,4.5894,4.942,5.2288,5.5765,3.9452
2022-05-20,4.5925,4.956,5.2361,5.5699,3.955
2022-05-21,4.5926,4.9647,5.2494,5.5637,3.9549
2022-05-22,4.5933,4.9671,5.2527,5.5601,3.9527
2022-05-23,4.5964,4.971,5.2567,5.5537,3.9554
2022-05-24,4.5975,4.976,5.2632,5.5491,3.9606
2022-05-25,4.5988,4.9764,5.2647,5.5438,3.9626
2022-05-26,4.5996,4.9785,5.2667,5.5379,3.9637
2022-05-27,4.5986,4.9768,5.259,5.5304,3.9665
2022-05-28,4.6013,4.9791,5.2663,5.5283,3.9624
2022-05-29,4.6098,4.9844,5.2736,5.5291,3.9633
2022-05-30,4.6185,4.9916,5.2831,5.523,3.9656
2022-05-31,4.6222,4.9971,5.2882,5.5214,3.9653
2022-06-01,4.6708,5.0326,5.3248,5.5383,4.0263
2022-06-02,4.7154,5.0709,5.3584,5.5556,4.0639
2022-06-03,4.7615,5.1097,5.3936,5.5809,4.0968
2022-06-04,4.8194,5.1607,5.4509,5.6174,4.1358
